Chemical Name,SMILES,Radical Name,Enthalpy,Activation Energy,k_value,Temperature,Bond Dissociation Energy,Chemical Group,Reaction Type/Pathway,PH,No,Resource:,smiles_valid,HOMO_predicted,LUMO_predicted,HOMO_LUMO_gap_predicted
(C6H5)2CH2,c1ccc(Cc2ccccc2)cc1,HO2*,-$19.00,40.2,9.89,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.973659992218018,-0.22160325944423676,5.752056732773781
(C6H5)2CH2,c1ccc(Cc2ccccc2)cc1,sec-RO2*,-$15.50,41.7,5.75,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.973659992218018,-0.22160325944423676,5.752056732773781
(C6H5)2CH2,c1ccc(Cc2ccccc2)cc1,tert-RO2*,-$8.60,44.6,2.02,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.973659992218018,-0.22160325944423676,5.752056732773781
(C6H5)2CHCH3,CC(c1ccccc1)c1ccccc1,HO2*,-$24.80,37.8,11.81,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.172533988952637,-0.147118479013443,6.025415509939194
(C6H5)2CHCH3,CC(c1ccccc1)c1ccccc1,sec-RO2*,-$21.30,39.2,7.1,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.172533988952637,-0.147118479013443,6.025415509939194
(C6H5)2CHCH3,CC(c1ccccc1)c1ccccc1,tert-RO2*,-$14.40,42.1,2.5,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.172533988952637,-0.147118479013443,6.025415509939194
C6H5CH2CH2C6H5,c1ccc(CCc2ccccc2)cc1,HO2*,-$12.80,42.8,7.74,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.983736515045166,-0.06800049543380737,5.915736019611359
C6H5CH2CH2C6H5,c1ccc(CCc2ccccc2)cc1,sec-RO2*,-$9.30,44.3,4.5,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.983736515045166,-0.06800049543380737,5.915736019611359
C6H5CH2CH2C6H5,c1ccc(CCc2ccccc2)cc1,tert-RO2*,-$2.40,47.3,1.52,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.983736515045166,-0.06800049543380737,5.915736019611359
(C6H5)3CH,c1ccc(C(c2ccccc2)c2ccccc2)cc1,HO2*,-$26.20,37.3,14.1,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.937123775482178,-0.5463564395904541,5.390767335891724
(C6H5)3CH,c1ccc(C(c2ccccc2)c2ccccc2)cc1,sec-RO2*,-$22.70,38.7,8.51,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.937123775482178,-0.5463564395904541,5.390767335891724
(C6H5)3CH,c1ccc(C(c2ccccc2)c2ccccc2)cc1,tert-RO2*,-$15.80,41.5,3.1,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.937123775482178,-0.5463564395904541,5.390767335891724
C6H5CH2CH=CH2,C=CCc1ccccc1,HO2*,-$26.40,37.2,29.2,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.230401992797852,0.25963062047958374,6.490032613277435
C6H5CH2CH=CH2,C=CCc1ccccc1,sec-RO2*,-$22.90,38.6,17.6,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.230401992797852,0.25963062047958374,6.490032613277435
C6H5CH2CH=CH2,C=CCc1ccccc1,tert-RO2*,-$16.00,41.4,6.41,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.230401992797852,0.25963062047958374,6.490032613277435
Indane,c1ccc2c(c1)CCC2,HO2*,-$14.20,42.4,48.0,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.997631072998047,0.30829286575317383,6.305923938751221
Indane,c1ccc2c(c1)CCC2,sec-RO2*,-$10.70,43.7,27.9,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.997631072998047,0.30829286575317383,6.305923938751221
Indane,c1ccc2c(c1)CCC2,tert-RO2*,-$3.80,46.7,9.5,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.997631072998047,0.30829286575317383,6.305923938751221
Tetraline,c1ccc2c(c1)CCCC2,HO2*,-$20.00,39.7,240.0,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.958169937133789,0.18301551043987274,6.141185447573662
Tetraline,c1ccc2c(c1)CCCC2,sec-RO2*,-$16.50,41.2,140.0,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.958169937133789,0.18301551043987274,6.141185447573662
Tetraline,c1ccc2c(c1)CCCC2,tert-RO2*,-$9.60,44.1,48.4,333.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.958169937133789,0.18301551043987274,6.141185447573662
CH3(CH2)3CH3,CCCCC,HO2*,$34.30,60.3,8.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.84522008895874,0.8316068649291992,7.6768269538879395
CH3(CH2)3CH3,CCCCC,sec-RO2*,$37.80,62.2,4.5,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.84522008895874,0.8316068649291992,7.6768269538879395
CH3(CH2)3CH3,CCCCC,tert-RO2*,$44.70,65.8,1.5,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.84522008895874,0.8316068649291992,7.6768269538879395
(CH3)2CHCH2CH3,CCC(C)C,HO2*,$23.20,54.8,7.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.913702964782715,1.6748653650283813,8.588568329811096
(CH3)2CHCH2CH3,CCC(C)C,sec-RO2*,$26.70,56.5,4.2,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.913702964782715,1.6748653650283813,8.588568329811096
(CH3)2CHCH2CH3,CCC(C)C,tert-RO2*,$33.60,60.0,1.5,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.913702964782715,1.6748653650283813,8.588568329811096
C(CH3)4,CC(C)(C)C,HO2*,$49.40,68.3,1.4,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.9551472663879395,2.0478782653808594,9.003025531768799
C(CH3)4,CC(C)(C)C,sec-RO2*,$52.90,70.3,0.8,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.9551472663879395,2.0478782653808594,9.003025531768799
C(CH3)4,CC(C)(C)C,tert-RO2*,$59.80,74.1,0.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.9551472663879395,2.0478782653808594,9.003025531768799
cyclo-C5H10,C1CCCC1,HO2*,$26.40,56.4,4.3,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.69976806640625,2.180060386657715,8.879828453063965
cyclo-C5H10,C1CCCC1,sec-RO2*,$29.90,58.1,25.9,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.69976806640625,2.180060386657715,8.879828453063965
cyclo-C5H10,C1CCCC1,tert-RO2*,$36.80,61.6,9.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.69976806640625,2.180060386657715,8.879828453063965
cyclo-C6H12,C1CCCCC1,HO2*,$30.60,58.5,27.5,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.795144081115723,2.074735164642334,8.869879245758057
cyclo-C6H12,C1CCCCC1,sec-RO2*,$34.10,60.2,16.5,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.795144081115723,2.074735164642334,8.869879245758057
cyclo-C6H12,C1CCCCC1,tert-RO2*,$41.00,63.8,5.6,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.795144081115723,2.074735164642334,8.869879245758057
cyclo-C6H11CH3,CC1CCCCC1,HO2*,$30.30,53.4,130.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.782040596008301,1.3510369062423706,8.133077502250671
cyclo-C6H11CH3,CC1CCCCC1,sec-RO2*,$23.80,55.1,76.6,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.782040596008301,1.3510369062423706,8.133077502250671
cyclo-C6H11CH3,CC1CCCCC1,tert-RO2*,$30.70,58.5,27.5,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.782040596008301,1.3510369062423706,8.133077502250671
CH2=CHCH3,C=CC,HO2*,-$5.80,54.7,2.2,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.78818941116333,0.28455978631973267,7.072749197483063
CH2=CHCH3,C=CC,sec-RO2*,-$2.30,56.2,1.4,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.78818941116333,0.28455978631973267,7.072749197483063
CH2=CHCH3,C=CC,tert-RO2*,$4.60,59.3,0.5,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.78818941116333,0.28455978631973267,7.072749197483063
cis-CH3CH=CHCH3,C/C=C\C,HO2*,-$18.00,49.5,21.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.28187894821167,1.1292730569839478,7.411152005195618
cis-CH3CH=CHCH3,C/C=C\C,sec-RO2*,-$14.50,51.0,13.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.28187894821167,1.1292730569839478,7.411152005195618
cis-CH3CH=CHCH3,C/C=C\C,tert-RO2*,-$7.60,53.9,27.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.28187894821167,1.1292730569839478,7.411152005195618
trans-CH3CH=CHCH3,C/C=C/C,HO2*,-$16.40,50.2,17.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.286075115203857,1.1368783712387085,7.422953486442566
trans-CH3CH=CHCH3,C/C=C/C,sec-RO2*,-$12.90,51.6,11.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.286075115203857,1.1368783712387085,7.422953486442566
trans-CH3CH=CHCH3,C/C=C/C,tert-RO2*,-$6.00,54.6,2.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.286075115203857,1.1368783712387085,7.422953486442566
CH2=CHCH2CH3,C=CCC,HO2*,-$28.90,45.1,26.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.803316593170166,0.6652650237083435,7.4685816168785095
CH2=CHCH2CH3,C=CCC,sec-RO2*,-$24.70,46.8,15.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.803316593170166,0.6652650237083435,7.4685816168785095
CH2=CHCH2CH3,C=CCC,tert-RO2*,-$17.80,49.6,6.7,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.803316593170166,0.6652650237083435,7.4685816168785095
CH2=CHCH(CH3)2,C=CC(C)C,HO2*,-$33.60,43.2,23.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.7399396896362305,0.9060342907905579,7.645973980426788
CH2=CHCH(CH3)2,C=CC(C)C,sec-RO2*,-$30.10,44.6,15.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.7399396896362305,0.9060342907905579,7.645973980426788
CH2=CHCH(CH3)2,C=CC(C)C,tert-RO2*,-$23.20,47.4,6.5,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.7399396896362305,0.9060342907905579,7.645973980426788
CH3CH=C(CH3)2,CC=C(C)C,HO2*,-$20.80,48.3,30.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.522738933563232,0.5483453273773193,7.071084260940552
CH3CH=C(CH3)2,CC=C(C)C,sec-RO2*,-$17.30,49.8,19.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.522738933563232,0.5483453273773193,7.071084260940552
CH3CH=C(CH3)2,CC=C(C)C,tert-RO2*,-$10.40,52.7,7.9,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.522738933563232,0.5483453273773193,7.071084260940552
(CH3)2C=C(CH3)2,CC(C)=C(C)C,HO2*,-$20.30,48.6,54.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.581624507904053,1.2357667684555054,7.817391276359558
(CH3)2C=C(CH3)2,CC(C)=C(C)C,sec-RO2*,-$16.80,50.1,34.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.581624507904053,1.2357667684555054,7.817391276359558
(CH3)2C=C(CH3)2,CC(C)=C(C)C,tert-RO2*,-$9.90,52.9,15.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.581624507904053,1.2357667684555054,7.817391276359558
cyclo-C5H8,C1=CCCC1,HO2*,-$30.80,44.3,660.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.281416416168213,1.6034438610076904,7.884860277175903
cyclo-C5H8,C1=CCCC1,sec-RO2*,-$27.30,45.7,430.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.281416416168213,1.6034438610076904,7.884860277175903
cyclo-C5H8,C1=CCCC1,tert-RO2*,-$20.40,48.5,190.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.281416416168213,1.60344398021698,7.884860396385193
cyclo-C6H10,C1=CCCCC1,sec-RO2*,-$28.20,45.4,470.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.278054714202881,1.5194770097732544,7.797531723976135
cyclo-C6H10,C1=CCCCC1,tert-RO2*,-$21.30,48.1,210.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.278054714202881,1.5194770097732544,7.797531723976135
cyclo-C6H10,C1=CCCCC1,HO2*,-$31.70,44.0,720.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.278054714202881,1.5194770097732544,7.797531723976135
Cyclopentadiene,C1=CCC=C1,HO2*,-$71.80,29.4,29000.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.395196437835693,0.7185495495796204,6.113745987415314
Cyclopentadiene,C1=CCC=C1,sec-RO2*,-$68.30,30.6,20000.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.395196437835693,0.7185495495796204,6.113745987415314
Cyclopentadiene,C1=CCC=C1,tert-RO2*,-$61.40,33.0,9800.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.395196437835693,0.7185495495796204,6.113745987415314
"1,3-Cyclohexadiene",C1=CCCC=C1,HO2*,-$63.60,32.2,25000.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.468384265899658,0.8210751414299011,6.289459407329559
"1,3-Cyclohexadiene",C1=CCCC=C1,sec-RO2*,-$60.10,33.4,17000.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.468384265899658,0.8210751414299011,6.289459407329559
"1,3-Cyclohexadiene",C1=CCCC=C1,tert-RO2*,-$53.20,35.9,8200.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.468384265899658,0.8210751414299011,6.289459407329559
C6H5CH3,Cc1ccccc1,HO2*,-$0.80,48.1,16.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.368554592132568,0.22428791224956512,6.5928425043821335
C6H5CH3,Cc1ccccc1,sec-RO2*,$2.70,49.7,9.7,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.368554592132568,0.22428791224956512,6.5928425043821335
C6H5CH3,Cc1ccccc1,tert-RO2*,$9.60,52.8,3.8,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.368554592132568,0.22428791224956512,6.5928425043821335
2-CH3C6H5CH3,Cc1ccccc1C,HO2*,$1.90,49.3,22.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.250431060791016,0.15705539286136627,6.407486453652382
2-CH3C6H5CH3,Cc1ccccc1C,sec-RO2*,$5.40,50.7,14.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.250431060791016,0.15705539286136627,6.407486453652382
2-CH3C6H5CH3,Cc1ccccc1C,tert-RO2*,$12.30,53.9,5.5,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.250431060791016,0.15705539286136627,6.407486453652382
4-CH3C6H4CH3,Cc1ccc(C)cc1,HO2*,-$3.60,46.8,46.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.18388032913208,0.3395735025405884,6.5234538316726685
4-CH3C6H4CH3,Cc1ccc(C)cc1,sec-RO2*,-$0.10,48.3,30.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.18388032913208,0.3395735025405884,6.5234538316726685
4-CH3C6H4CH3,Cc1ccc(C)cc1,tert-RO2*,$6.80,51.4,12.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.18388032913208,0.3395735025405884,6.5234538316726685
4-CH3OC6H4CH3,COc1ccc(C)cc1,HO2*,-$3.80,46.7,24.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.911076068878174,0.4275988042354584,6.338674873113632
4-CH3OC6H4CH3,COc1ccc(C)cc1,sec-RO2*,-$0.30,48.2,15.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.911076068878174,0.4275988042354584,6.338674873113632
4-CH3OC6H4CH3,COc1ccc(C)cc1,tert-RO2*,$6.60,51.3,6.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.911076068878174,0.4275988042354584,6.338674873113632
4-(CH3)3CC6H4CH3,Cc1ccc(C(C)(C)C)cc1,HO2*,-$1.90,47.5,19.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.1209282875061035,0.2481987625360489,6.369127050042152
4-(CH3)3CC6H4CH3,Cc1ccc(C(C)(C)C)cc1,sec-RO2*,$1.60,49.0,12.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.1209282875061035,0.2481987625360489,6.369127050042152
4-(CH3)3CC6H4CH3,Cc1ccc(C(C)(C)C)cc1,tert-RO2*,$8.50,52.2,4.6,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.1209282875061035,0.2481987625360489,6.369127050042152
4-ClC6H4CH3,Cc1ccc(Cl)cc1,HO2*,-$1.70,47.6,18.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.456270694732666,-0.39880260825157166,6.057468086481094
4-ClC6H4CH3,Cc1ccc(Cl)cc1,sec-RO2*,$1.80,49.1,12.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.456270694732666,-0.39880260825157166,6.057468086481094
4-ClC6H4CH3,Cc1ccc(Cl)cc1,tert-RO2*,$8.70,52.2,4.6,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.456270694732666,-0.39880260825157166,6.057468086481094
4-CNC6H4CH3,Cc1ccc(C#N)cc1,HO2*,-$7.10,45.2,38.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-7.048781871795654,-1.5405864715576172,5.508195400238037
4-CNC6H4CH3,Cc1ccc(C#N)cc1,sec-RO2*,-$3.60,46.8,23.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-7.048781871795654,-1.5405864715576172,5.508195400238037
4-CNC6H4CH3,Cc1ccc(C#N)cc1,tert-RO2*,$3.30,49.8,9.4,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-7.048781871795654,-1.5405864715576172,5.508195400238037
4-NO2C6H4CH3,Cc1ccc([N+](=O)[O-])cc1,HO2*,$0.50,48.6,14.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-7.0374674797058105,-1.7327475547790527,5.304719924926758
4-NO2C6H4CH3,Cc1ccc([N+](=O)[O-])cc1,sec-RO2*,$4.00,50.1,8.6,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-7.0374674797058105,-1.7327474355697632,5.304720044136047
4-NO2C6H4CH3,Cc1ccc([N+](=O)[O-])cc1,tert-RO2*,$10.90,53.3,3.3,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-7.0374674797058105,-1.7327474355697632,5.304720044136047
C6H5CH2CH3,CCc1ccccc1,HO2*,-$12.00,43.1,47.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.218142509460449,0.33649879693984985,6.554641306400299
C6H5CH2CH3,CCc1ccccc1,sec-RO2*,-$8.50,44.6,30.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.218142509460449,0.33649879693984985,6.554641306400299
C6H5CH2CH3,CCc1ccccc1,tert-RO2*,-$1.60,47.6,12.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.218142509460449,0.33649879693984985,6.554641306400299
C6H5CH(CH3)2,CC(C)c1ccccc1,HO2*,-$18.40,40.4,53.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.295412063598633,0.03429516777396202,6.329707231372595
C6H5CH(CH3)2,CC(C)c1ccccc1,sec-RO2*,-$14.90,41.9,34.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.295412063598633,0.03429516777396202,6.329707231372595
C6H5CH(CH3)2,CC(C)c1ccccc1,tert-RO2*,-$8.00,44.8,14.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.295412063598633,0.03429516777396202,6.329707231372595
(C6H5)2CH2,c1ccc(Cc2ccccc2)cc1,HO2*,-$19.00,40.2,110.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.973659038543701,-0.22160324454307556,5.752055794000626
(C6H5)2CH2,c1ccc(Cc2ccccc2)cc1,sec-RO2*,-$15.50,41.7,72.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.973659038543701,-0.22160324454307556,5.752055794000626
(C6H5)2CH2,c1ccc(Cc2ccccc2)cc1,tert-RO2*,-$8.60,44.6,30.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.973659038543701,-0.22160324454307556,5.752055794000626
(C6H5)2CHCH3,CC(c1ccccc1)c1ccccc1,HO2*,-$24.80,37.8,120.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.172534465789795,-0.1471184939146042,6.025415971875191
(C6H5)2CHCH3,CC(c1ccccc1)c1ccccc1,sec-RO2*,-$21.30,39.2,76.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.172534465789795,-0.1471184939146042,6.025415971875191
(C6H5)2CHCH3,CC(c1ccccc1)c1ccccc1,tert-RO2*,-$14.40,42.1,32.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.172534465789795,-0.1471184939146042,6.025415971875191
C6H5CH2CH2C6H5,c1ccc(CCc2ccccc2)cc1,HO2*,-$12.80,42.8,100.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.983736515045166,-0.06800040602684021,5.915736109018326
C6H5CH2CH2C6H5,c1ccc(CCc2ccccc2)cc1,sec-RO2*,-$9.30,44.3,66.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.983736515045166,-0.06800040602684021,5.915736109018326
C6H5CH2CH2C6H5,c1ccc(CCc2ccccc2)cc1,tert-RO2*,-$2.40,47.3,27.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.983736515045166,-0.06800040602684021,5.915736109018326
(C6H5)3CH,c1ccc(C(c2ccccc2)c2ccccc2)cc1,HO2*,-$26.20,37.3,130.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.937122821807861,-0.5463565587997437,5.390766263008118
(C6H5)3CH,c1ccc(C(c2ccccc2)c2ccccc2)cc1,sec-RO2*,-$22.70,38.7,88.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.937122821807861,-0.5463565587997437,5.390766263008118
(C6H5)3CH,c1ccc(C(c2ccccc2)c2ccccc2)cc1,tert-RO2*,-$15.80,41.5,38.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.937122821807861,-0.5463565587997437,5.390766263008118
C6H5CH2CH=CH2,C=CCc1ccccc1,HO2*,-$26.40,37.2,280.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.23040246963501,0.25963079929351807,6.490033268928528
C6H5CH2CH=CH2,C=CCc1ccccc1,sec-RO2*,-$22.90,38.6,180.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.23040246963501,0.25963079929351807,6.490033268928528
C6H5CH2CH=CH2,C=CCc1ccccc1,tert-RO2*,-$16.00,41.4,78.5,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-6.23040246963501,0.25963079929351807,6.490033268928528
Indane,c1ccc2c(c1)CCC2,HO2*,-$14.20,42.4,620.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.997630596160889,0.3082926869392395,6.305923283100128
Indane,c1ccc2c(c1)CCC2,sec-RO2*,-$10.70,43.7,390.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.997630596160889,0.3082926869392395,6.305923283100128
Indane,c1ccc2c(c1)CCC2,tert-RO2*,-$3.80,46.7,160.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.997630596160889,0.3082926869392395,6.305923283100128
Tetraline,c1ccc2c(c1)CCCC2,HO2*,-$20.00,39.7,2600.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.958169937133789,0.18301571905612946,6.1411856561899185
Tetraline,c1ccc2c(c1)CCCC2,sec-RO2*,-$16.50,41.2,1700.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.958169937133789,0.18301571905612946,6.1411856561899185
Tetraline,c1ccc2c(c1)CCCC2,tert-RO2*,-$9.60,44.1,700.0,400.0,,Hydrocarbon,Hydrogen Abstraction,,,2.1 Table,True,-5.958169937133789,0.18301571905612946,6.1411856561899185
(2-C10H7)2NH,c1ccc2cc(Nc3ccc4ccccc4c3)ccc2c1,HO2*,-$8.80,15.7,890000.0,400.0,360.2,Amine,Electron Transfer,,135.0,4.2 Table,True,-4.9010844230651855,-0.8967123627662659,4.00437206029892
(2-C10H7)2NH,c1ccc2cc(Nc3ccc4ccccc4c3)ccc2c1,sec-RO2*,-$5.30,17.3,550000.0,400.0,360.2,Amine,Electron Transfer,,135.0,4.2 Table,True,-4.9010844230651855,-0.8967123627662659,4.00437206029892
(2-C10H7)2NH,c1ccc2cc(Nc3ccc4ccccc4c3)ccc2c1,tert-RO2*,$1.60,20.6,200000.0,400.0,360.2,Amine,Electron Transfer,,135.0,4.2 Table,True,-4.9010844230651855,-0.8967123627662659,4.00437206029892
